"stride=128
0.00049 5.423
0.00098 5.228
0.00195 5.214
0.00293 5.205
0.00391 5.849
0.00586 6.307
0.00781 5.716
0.00977 6.579
0.01172 5.768
0.01367 5.927
0.01562 6.983
0.01758 8.001
0.01953 5.835
0.02148 6.050
0.02344 8.580
0.02539 5.849
0.02734 5.727
0.02930 6.365
0.03125 8.891
0.03516 24.236
0.03906 20.244
0.04297 34.649
0.04688 23.669
0.05078 23.927
0.05469 29.830
0.05859 40.476
0.06250 24.600
0.07031 21.975
0.07812 38.799
0.08594 29.382
0.09375 32.042
0.10156 45.740
0.10938 32.781
0.11719 34.250
0.12500 33.586
0.14062 47.274
0.15625 31.996
0.17188 32.045
0.18750 31.527
0.20312 31.804
0.21875 43.351
0.23438 28.970
0.25000 43.026
0.28125 39.249
0.31250 44.098
0.34375 37.364
0.37500 41.751
0.40625 44.665
0.43750 47.021
0.46875 46.585
0.50000 42.545
0.56250 49.076
0.62500 50.273
0.68750 47.848
0.75000 48.732
0.81250 50.259
0.87500 51.247
0.93750 39.254
1.00000 25.051
1.12500 23.453
1.25000 23.202
1.37500 23.571
1.50000 24.187
1.62500 25.260
1.75000 27.932
1.87500 30.162
2.00000 29.711
2.25000 34.807
2.50000 49.547
2.75000 51.801
3.00000 56.762
3.25000 60.559
3.50000 63.190
3.75000 63.461
4.00000 64.396
4.50000 65.272
5.00000 66.871
5.50000 67.405
6.00000 67.265
6.50000 66.940
7.00000 67.177
7.50000 67.883
8.00000 68.142
9.00000 67.793
10.00000 67.005
11.00000 66.593
12.00000 68.695
13.00000 67.091
14.00000 67.332
15.00000 66.647
16.00000 67.987
18.00000 67.501
20.00000 66.982
22.00000 67.078
24.00000 67.004
26.00000 67.639
28.00000 66.555
30.00000 67.078
32.00000 67.279
36.00000 66.988
40.00000 67.250
44.00000 67.443
48.00000 66.984
52.00000 68.098
56.00000 67.275
60.00000 68.701
64.00000 66.418
72.00000 67.133
80.00000 67.557
88.00000 65.935
96.00000 50.202
104.00000 49.532
112.00000 50.395
120.00000 50.536
128.00000 49.679
