"stride=512
0.00049 5.220
0.00098 5.281
0.00195 5.441
0.00293 6.411
0.00391 5.704
0.00586 6.067
0.00781 5.737
0.00977 5.546
0.01172 5.757
0.01367 7.941
0.01562 5.716
0.01758 5.846
0.01953 7.800
0.02148 6.701
0.02344 5.674
0.02539 5.761
0.02734 7.937
0.02930 5.930
0.03125 5.826
0.03516 21.554
0.03906 17.667
0.04297 17.255
0.04688 20.704
0.05078 24.134
0.05469 17.230
0.05859 16.674
0.06250 19.938
0.07031 21.921
0.07812 17.044
0.08594 17.995
0.09375 23.864
0.10156 17.761
0.10938 34.930
0.11719 33.388
0.12500 40.705
0.14062 29.965
0.15625 29.628
0.17188 28.343
0.18750 35.017
0.20312 49.405
0.21875 42.787
0.23438 64.763
0.25000 60.404
0.28125 60.375
0.31250 78.522
0.34375 75.867
0.37500 72.165
0.40625 79.875
0.43750 87.380
0.46875 88.826
0.50000 88.229
0.56250 91.403
0.62500 94.513
0.68750 94.113
0.75000 91.168
0.81250 95.510
0.87500 95.824
0.93750 83.152
1.00000 47.465
1.12500 49.620
1.25000 49.011
1.37500 57.540
1.50000 60.450
1.62500 63.254
1.75000 86.195
1.87500 88.164
2.00000 81.815
2.25000 121.255
2.50000 159.703
2.75000 172.771
3.00000 193.306
3.25000 198.303
3.50000 217.588
3.75000 216.891
4.00000 227.638
4.50000 238.509
5.00000 247.931
5.50000 250.430
6.00000 257.836
6.50000 256.650
7.00000 255.333
7.50000 260.134
8.00000 262.862
9.00000 266.395
10.00000 268.593
11.00000 271.435
12.00000 270.601
13.00000 271.314
14.00000 272.571
15.00000 277.294
16.00000 274.669
18.00000 280.192
20.00000 280.417
22.00000 280.196
24.00000 283.355
26.00000 280.889
28.00000 283.495
30.00000 283.514
32.00000 285.768
36.00000 281.691
40.00000 283.461
44.00000 281.597
48.00000 283.349
52.00000 286.557
56.00000 285.555
60.00000 284.936
64.00000 285.097
72.00000 286.381
80.00000 283.075
88.00000 211.583
96.00000 212.062
104.00000 211.913
112.00000 214.104
120.00000 210.927
128.00000 140.405

