"stride=2048
0.00195 5.301
0.00293 6.617
0.00391 5.866
0.00586 6.987
0.00781 7.668
0.00977 5.759
0.01172 5.636
0.01367 7.290
0.01562 5.521
0.01758 5.739
0.01953 5.957
0.02148 8.028
0.02344 5.695
0.02539 5.667
0.02734 5.833
0.02930 8.167
0.03125 5.791
0.03516 13.906
0.03906 21.966
0.04297 24.682
0.04688 17.454
0.05078 18.313
0.05469 24.452
0.05859 17.505
0.06250 17.146
0.07031 18.632
0.07812 24.665
0.08594 17.240
0.09375 17.687
0.10156 22.600
0.10938 45.522
0.11719 31.592
0.12500 31.315
0.14062 41.698
0.15625 36.989
0.17188 39.612
0.18750 37.745
0.20312 39.103
0.21875 48.189
0.23438 48.254
0.25000 55.070
0.28125 73.641
0.31250 75.284
0.34375 77.945
0.37500 88.516
0.40625 89.242
0.43750 95.382
0.46875 94.440
0.50000 81.359
0.56250 96.370
0.62500 98.519
0.68750 94.119
0.75000 91.610
0.81250 91.922
0.87500 92.947
0.93750 95.146
1.00000 101.469
1.12500 79.096
1.25000 51.028
1.37500 51.063
1.50000 50.295
1.62500 51.176
1.75000 57.282
1.87500 65.503
2.00000 66.376
2.25000 74.715
2.50000 95.191
2.75000 111.138
3.00000 128.542
3.25000 141.498
3.50000 154.118
3.75000 157.785
4.00000 168.522
4.50000 195.452
5.00000 205.134
5.50000 214.493
6.00000 221.300
6.50000 223.830
7.00000 229.991
7.50000 231.040
8.00000 237.963
9.00000 239.699
10.00000 239.554
11.00000 247.796
12.00000 249.848
13.00000 257.432
14.00000 259.162
15.00000 258.828
16.00000 261.739
18.00000 261.517
20.00000 266.503
22.00000 271.190
24.00000 267.650
26.00000 268.880
28.00000 270.736
30.00000 273.390
32.00000 270.743
36.00000 274.696
40.00000 278.117
44.00000 281.217
48.00000 273.843
52.00000 276.800
56.00000 279.860
60.00000 279.212
64.00000 280.977
72.00000 283.345
80.00000 215.285
88.00000 211.842
96.00000 211.721
104.00000 211.867
112.00000 213.488
120.00000 137.745
128.00000 68.885
